document	label
딱봐도. . 안재현 바람났네ㅈㄲㅈ이지랄떠는거보니. . 섹시한여자한테 꽃힌듯	3
"구역질난다 얼굴좀그만 내보내라 어느 당이냐"	1
난 좀 실망했는데. 솔찍히 타노스 약하더만. 히어로 몇명 붙으니 허둥지둥. 내가 아는 타노스는 그렇지 않아. 그리고 스톤힘도 자주 사용했고, 가장 실망한건 타노스 손에 죽는애가 없었단거. 그래도 몇놈은 타노스가 친히 죽여줬어야지. 자기딸도 죽이는데 왜 히어로는 봐주면서 싸우는지 납득 불가능.	8
송형준 발음 존나 재수없음	3
영국남자가 낫지 우리나라음식 홍보라도해주니깐 저건 한국인인게 외국인보다못하냐	8
처음 박카스 광고보고 혼혈이나 외국인인줄 알았음. 화보는 엄청 이쁜데 드라마 화면은 그보다 못하게 나옴. 진짜 너무 이뻐서 부럽다.	8
정시아 눈은진짜 이쁜거같다ㅋㅋㅋ	8
무도가 왜 망했는지 알수 있는 편	8
실제로봤는데 딸이 아빠랑 똑같이생김ㅋ눈땡글이	8
몬생깃네	1
내딸이 저랬으면 수술한 새기 가만안둔다	8
양아치쉑 퇴출이지	3
이누나몇살?	8
친구보다 얼굴이 작은 유역비♥자연미인	8
"연산군을 봤을정도면 연세가??? 진정한 틀딱이시네요"	4
"이스라엘은 왜 가는거야?? 종교집단들은 신천지든 어디든 다 또라이들 같다"	7
"문재앙 정권에서는 도대체 정상적인 일을 찾아볼수가 없구나"	2
"좃선, 자왜당과 그의 추종자들이 박멸되어야 나라가 바로선다."	2,3
전용 기자가 따로있나??임신 달별로 기사써주나??요즘 안나오는데도 기사는 꼬박꼬박 잘 나오네	8
우울증,자살은 마귀에게 속는거라고....	8
"82키로 돼지나들 또 좌표찍고 몰려왔구만"	1
"조조졷쪼ㅉ조ㅉ조ㅉ조ㄷ졷조쪼쪼쪼조조졷선일보네 재수없게 OOO"	3
믹스나인에서 10위로 떨어진 애 개빡치겠네ㅋㅋㅋㅋㅋㅋㅋ	8
"전라도 틀딱새끼는 주먹으로 일격에 틀니박살만이 답."	2,3,5
ㅈㄹ이다... 그래 잘댕겨 나오지마라 ㅠ	3
우와.17년1월생인데13.7이면~~!!!잘 먹이셨나봐요	8
ㅋㅋㅋ 더러운 새키. 젊은나이에 배우인생은 끝장났네. 잘가라~ 다신 볼 일 없겠다.	3
"여기 틀딱들 천지구만"	4
"일본기사만뜨면 좌표부터 찍히나봄 ㅋㅋ 우루루쿵쾅쿵쾅깨문깨문 거리고 있네 ㅋㅋㅋ"	8
조재현 똥 밟았네	8
이훈 고종수랑 같이 군생활함 니들 소문은 익히 들었다.. 특히 고종수 이샛긴 악마라고 ㅋㅋ	3
"우리나라거쳐 일본가는 태풍오믄 열병돼지좀 날려버리자~"	8
선미불쌍하다	8
사람들줫나멍청한게 드라마특성상 단역들돈은 거의바로바로 입금돼고 비중있는 주조연들이 소속사통해서 입금돼서 늦어지고 미뤄지고 그러는건데 ㅈ도모르면서 단역부터줘라 이 ㅈㄹ하는거개웃김 몇개월동안잠못자면서 고생한주연들돈몇억씩떼먹었는데도 단역얘기하면서 돈많으니 돈떼여도괜찮다는 우리자칭 서민들 논리 ㅋㄱ	3
그동안 징글징글했다	8
정대세도 이제 사요나라 해라...	8
"진짜 중국은... 인간의 탈만썼네...."	0
주의력결핍에 똥고집쟁이 게다 자뻑!!!	8
늙었네......	8
고현정이 모두에게 피해를 줬구~ 암튼 무단이탈 각종 난리 친게 왜 그런건지는 기사로 못 쓰네~ 방송국에서 못 쓰게하디? 마치 고현정이 싸이코 OOO이라 날뛰다 그런것 처럼 썼는데 감독이 뭐 잘못해서 배우가 참다가 이런짓을 한건 어느 기사에도 없드만..왜그럴까	8
"싫어요 박는놈들은 다 조선족들인가봄"	0
정말 와이지가 고생이 많네	8
이런기사 낸다고 정부 문재인 삽질한 북한 빨갱이 방남하는건 못덮을텐데?	2
힘내세요.정가은 씨는 그런일로뒤처질 사람이 아니니까요.힘내세요. 화이팅!!	8
"3040이면 우리 이니 하고싶은대로 다 하라던 인간들이니 뭐 자업자득이다ㅋㅋ"	2,4
"ㄴ유통기간 한참 지난 틀딱을 누가~"	4
별걸갖고다지럴들이네,할일이없냐	3
그래 이제 82kg 돼지영만 때려치우자	8
성형한것같아~~	8
"나이 쳐 먹은 건 니 같은 노친네고요 이쪽은 나이를 아직 안쳐먹었어요 빡머갈아"	4
얼굴이 살찐 소유 같아서 깜놀	8
문재인 정부 하는짓 보니 다음차례는 유시민이 아닐까 불안	8
늙어도 잘생겼네	8
홍어들은 도와주지마라 도와줘도 배신한다 명심해야한다	0
오마이걸 유아도 입술에 필러 맞아서 돼지 되었는데 왜 현아만 뭐라하는겨 이쁜데	1
"이 한걸레 좌빨 찌라시가 지금 60대 공공근로를 취업이라 얘기하는겨??"	2
이쁘게 사는모습 보기좋아요♡	8
아니? 이 더러운 김치X이 감히 흥궈신에게!!!	5
"ㅋㅋㅋ 정의로운 늙은이들 납셨네 근데 똑같은 짓을 한 이승만 박정희는 왜 빠는데? ㅋㅋ"	8
어울려. 역시 톱스타윰댕 대도서관 띄어주더니 미디어스타보다 그냥연예인뜨는게 더 .훨씬	8
여자는 28부터 퇴물	4,5
"일본 진짜 너무 싫다. 저딴나라가 옆나라..."	0
"ㅋㅋ 그나마 오타쿠같은남자도 뺏길까봐 욕하는 루져한녀가 욕한다 불쌍해..."	0,5
눈을뗄수없는 이쁜이 송중기 송혜교씨 행복하세요 작품 기다립니다	8
"쪽빠리하곤 정도껏 사귀는기 좋다 군사협정이런건 정도껏을 넘어간다 미국강압에 억지로 한거"	0
"그냥 거기서 오지마 ㅋㅋ 옆에 돼지암캐녀는 서민팔이 오지게하더만 샤넬 패션쇼하고 앉았네"	1,5
아이유를 대체 하기위해 윤아 + 박보검이라니... 역시 아이유가 존재감이 크긴 크구나.	8
"일베 할배할매들 난리겠네 빨리 디지라 자식 그만고생시키고"	4
나는 28에 첫 덕질을 하게됨...마마무 너무조아ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ♡	8
작가는 막장인데 배우님들이 살렸다	8
유역비가 100000000배 아깝지..	8
자뻑 세계1등 이상한 새끼.얘엄마가 이녀석보다 더함.	3
전현무 정도면 적어도 설리급은 되야지 한혜진은 좀 아까운디ㅡㅡ	8
여자는 누구신지 ㅡㅡ?	8
요즘 말도많고탈도많고 지랄들인지ㅉㅉ	3
왠만한 연예인 처바르는 외모다..자연 미인인가	8
"개뒷다리수육으로먹고싶다침샘이쏱구친다"	8
살찐여자는 폐기물아니냐 ㅋㅋㅋㅋ	1,5
"ㄴ찔리나보네 페북으로정치배운 몇문장의글로선동당하는 빠가사리 돼지꿀돼지련ㅋㅋ"	1,3
"일본놈들보다 더 나쁜건 국내 매국노 친일파들..."	2
촌스러워	8
난 촛불든 사람들이 박근혜 각하를 데려갈때 침묵했다. 그들이 이병기 국정원장님을 데려갈때도 침묵했다. 우병우 수석님을 데여갈때도 침묵했다. 그런 그들이 우리 이명박 각하를 데려갈라고 한다. 이제 비트코인까지 데려가려는 그들에 대한 나의 침묵을 중단하려고한다. 가즈아!!! 광화문으로!!! 타도 문제인정부!!	2
저샛기 술쳐먹고 써대는거보면 그이상일거다	3
남자얼굴을대걸레로만들어놓곤 성형이나하고	1
"니 친구지. 내친구는 아냐"	8
동생이 죽어서 진짜 슬픈데 sns할수 있을까???	8
놀구 있다 진짜~~	8
아직도 승리카바치는새키덜잇노	3
그래도 보기싫은..	8
"댓글이 틀딱들 봉기수준이네.ㅋㅋ 그냥 찌그러져 있어라 제발 좀.."	4
"왠 뚱딴지 같은 사면. 이 나라가 이래서 갈길이 먼거다. 사면같은 소리하네"	8
데이트 폭력이라 하는 뇬들이 한두뇬임? 여자는 입으로 조지고 남자는 주먹으로 팬다 사귀다보면 싸우기도 하는거지 이제 별게다 미투운동이야 누가보면 감금이라도 한줄 알겠네	3
20년전이라 이게 증거가 될만한것인지	8
"투표 잘하는 틀딱이들에게 잘보여야 권력 유지하기에 안바꿈"	1,4
"내주변 광주남자애들 놈팽이기질 좔좔좔"	0,5
드라마는 항상 끝나지만 저 사람들은 진짜 다른 공간에서 살아가고 있을거같아ㅠㅠㅠㅠ 막영애 오래오래 해주세요	8
왜캐 빈정대는 사람들이 많냨 거울이나보고 니들 얼굴,패션센스나 걱정해~~	8
어느 편의점이든 여기껄로 제품 나오면 거기는 5년동안 안간다	8
둘다 머리에 든게 없으니....그걸보고 자란 ㅇㅇ도....	8
난 아이돌 1도몰라서 이거보고 프듀 시즌2만 봤는데 수준이다르더라 ㅋㅋㅋ첨엔믹스나인재밋어서 봤는데프듀2보고 안봄;;	8
"개학도 않했는데 불법주차 많이 해놨네~~ 개학하면 맘충들 주차어따가 할려나~~"	5
"좌파 죽창 조국의 이중성"	2
덕질하는 사람으로써 공감간다ㅋㅋㅋ	8
춤이 저급하고 립싱크하는 바람에 북한 공연 못갔다면서.주사파정귄에 특혜 받는 스엠. 개셈은 박쥐윈스럽다.아직도 보아팬도 있는게 놀랍다. 늙다리 덕후들.	4
전라도 습성 ㅋㅋ	8
유흥업소녀라고 쉽게 생각하지말아라..그 여자들도 인격,자존심 모든것이 다 있는 사람이다.	8
연기를 못해서 다모 이후 드라마 계속 망했었는데 나피디가 예능으로 구원함	8
"목사 이전에 인간이 되어라 사이비야"	7
고현정 미용사업에나 전념해라...이젠,살도 찌고? 이미지 관리가 벌써부터 힘들어보이더라! 이혼하지말고 살지 그랬어...전남편은 아주 잘나가고,잘 살던데..?	1
"갱워니가 말춤똥돼지 쑤기보다, 훨씬 깔끔한 여자여.....암."	1,5
빚이 있는데 이상민처럼 열심히 안 갚고 돈 좀 생겼다고 흥청거리니 채권자들이 빡쳐서 여론전 하는 거네... 빚이 있으면 빚부터 갚아라, 염치가 있으면.	8
연기력 논란에 겹치기로 이미지 안 좋아 드라마는 캐스팅 안 되어도 영화는 꾸준히 캐스팅 되는구나 박소담ᆢ	8
선우선 40넘었는데..동안이네	8
탈덕할거면 조용히해라	8
얼굴 왜저래	8
효리네 민박좋았는데...아이유에 아기같은면서도 똑뿌러지는면이신선했는데 .... 2편은 안볼랍니다...	8
"저런짱개 우리나라서 친절히 kf94마스크주고 치료해주고 한데이. 문딩이긋들이."	0
아니근데 세븐이 안마방 뭐 그런거야 잘못하고 더러운일이지만 그렇다고 뭐 박한별은 엄청 조신하고 지고지순 순결 fm여인이었나 ㅋㅋ 피해자라고 난리치는것도 웃기고 세븐보고 이런앨 왜 놓치냐는것도 웃기고 ㅋㅋㅋ 박한별에 대해 일거수일투족 다 아세요?ㅋㅋ나도 다 아는거 아니고 난 쟤네랑 동창인데 끼리끼린데... 다들 웃겨서 ㅋㅋ	8
자기얼굴 가지고 자기 마음대로 하겠다는데 오지라퍼들 많네 많아 ㅎㅎㅎ	8
기안84가 사람이름인가요? 중국사람이예요? 한번도안봐서 댓글에 재미있다고해서 봐볼까해서요	8
"성지간다고 구원받나?? 거기 가지 마라"	8
도대체 한국남자랑 왜 연애함? 외국남자들이 훨씬 잘생겼는데.. 안타깝네.	0,5
서른 다섯살에 난 뭐했더라... 이 웬수 만나서 결혼했네. 젠장맞을.	8
"룸싸롱 다니다가 신분세탁하고 결혼해서 조신한척 하는것들도 많겠지?"	8
돌아갈 곳이 있어서 당당 아쉬울 게 없나부지 뭐 여자배우는 이거 아님 안돼서 사과하고	8
개부럽네 강남새기 ㅡㅡ	8
여자는 누군지모르겠다 무튼 예쁜사랑 오래하시길	8
트와이스가 더 낫던데.	8
기자가 뭐라하든 난 재결합 찬성!!	8
줄줄이 사탕	8
최현석쉐프 그만 건드리고 개봉중인 영화 주연 배우 밝혀라... ㅎㅈㅇ ㅇㅂㅎ ?	8
이하늬분과 씨엘 그리고 엑소도 정말 멋진 무대 감사합니다 정말 감탄하면서 봤습니다 bb	8
얘들은 서로 자기스타일아닐듯ㅋㅋ	8
윤여정은 늘 정신없어. 좀 빼고 다른 연기자 없나?	8
"조온나 하고싶나 보네 ㅋㅋ"	3
한혜진은 일단 탤런트 치고는 너무 안 이쁘다. 스타성도 부족하고	1
이혼 하고 바로 사귀냐 창 실망 이다	8
성형하고 관리받고 포샵받으면 다 저렇게됨	8
제일 심한건 유식한게아닌데 유식한척 가르키려들다가 역관광당하는 성격이 문제	8
"틀딱딱 틀딱딱 신나는 노래 나도 한번 불러본다~ ^오^"	4
지들이 피해자인척 말하네ㅋㅋㅋ	8
"이상하게 페미들은 뚱뚱하거나 못생기거나."	1,5
혜교언니 너무 예뻐요♡ 늘 건강하고 행복하세요 ♡♡♡	8
"꼴페미년들의 워너비 고유정은 어케 됨? 피해자에 대한 사죄있었냐?"	3,5
"임신한 줄 안 여자가 현남편하고 수갑차고 성관계할려고 검색했다고?@@"	8
감방가서 형님들 앞에서 뮤지컬노래 부르고곱상하니 ㅋㅋ 감방서 조심해라.	8
"여기 사이비교주 또있네"	8
민주화운동하는 모습 멋져요~ 광주화이팅~~	8
이혜영 최민수 기에 눌리지 않을듯~	8
"마약에관대한 헬코리아"	8
"조선족 대상으로 설문조사하는 OOO들"	8
일본 가수 은퇴까지 알아야하나... 궁금하지 않다. 여긴 일본이 아님	8
완전 돼지새끼가 됐넼ㅋㅋㅋㅋㅋ	1,3
배끼려면 덜 유명한걸 배껴야지 ㅋㅋㅋㅋㅋㅋㅋ	8
"기독교같은 소리허네"	8
결혼식 사회비 먹튀해서 사기죄??	8
"main**** 욕먹으니 좋나?ㅋ 상황파악 못하는 꼰대틀딱 ㅉㅉ"	4
불쌍하다 평생을 기러기아빠로 살아줬더니 ㅋㅋㅋㅋㅋ 진짜 이래서 사람 잘만나야 된다니까 그동안에 보상은 아무것도 못받네	8
"조국 놈 보면 선한 가면 쓴 악마보는듯 바러 악마"	2
중국여배우들 대부분 정치가들 접대부라는 사실을 모를까?	8
통수는 원래 그짝지역 종특인데 이상하네	0
내친구보다도 못생김...	1
오늘부터 리턴접고 마더 볼랍니다 마더 화이팅~~	8
기자 10선비색히네	3
"핵심은 고령자가 너무 많다는 거지.... 인구가 주는 거 자체는 문제가 없다"	8
그러거나 말거나 존예	8
못생겼어 못돼보이고 이시언에게 야라 반말하고 인성이 별로임 전현무 만나서 이미지세탁됐지.	1
김부용 정말 멋지다..아직 중년까진아니지만 미중년느낌 제대로다	8
합의? 합의란게 먼지?	8
아끼고 보험들고 줄일수있는돈 더 줄이는게 인생이지 값나가는거 기분내러 돈쓰는거 다좋다이거야 이건 이벤트식으로 가끔 기분내야 그뤠잇이다	8
똥~꺼~충이었네~ 잘 디저따	5
비 이런 애 아직도 방송. 하네 웃기는군	8
"하여간 쪽바리새끼들 꼴보기 싫은 짓거리는 골라서 하네"	0,3
둘다 이상해정말 똑같아	8
박명수는 사랑입니다. 아장아장 졸귀.	8
"일본 와규 에 고추 냉이 먹으면 77ㅓ억"	8
"멍청이를 공주라고 생각하는 늙다리치매충들"	4
걍 이지은인데.	8
오달수는 안타깝다는 여론도 있습니다 몇십년전일이고 접촉하려했다가 보내준건 지금 악마같은 다른놈들보단 좀 나은건 사실이지요	8
문베충들 미투는 꽃뱀!	2
연예인은 극한직업인듯..	8
기안잘생겨보임	8
"민주당과 전라도가 합심해서 충청도를 핫바지로 만드네요? 단물은 지들잔치로!"	8
비 극혐	8
어차피 뭘하든 무조건 얼굴임... 지나가는 여자들 붙잡고 류준열 vs 박보검 물어보면 최소 10에 8명 이상은 다 박보검 고름	8
감우성 연기대상 가즈아~!!	8
살 빼니 성형티가 더 나네... 진짜 최악이다!! ㅋㅋ	1
쓰레기새22끼	3
남자는하늘 여자는땅이니 당연히갓더가든이우승이지	5
새끼잘생겨서여자들들러붙게생겻구만왜그랫냐난못생겨서읍는디	8
말도안되는트집잡는것들은 자기면상 몸이나한번보고 악플달아라 뭣같이 생긴것들이 꼭 트집을 잡아	1
저 용기에 박수를 쳐주고 공감하고 분노 하고 재수사를 촉구 합니다.~	8
막장드라마만 보던 아줌씨들 다 몰려와서 깐다~그런데 시청률은 계속 오르네ㅋㅋ	8
"와 60대들부럽다."	8
진짜 아들들 잘생겼다~~ 갑오브갑이네~~ 윤상이랑 아내분 좋은점만 골라서 닮은듯~ 저렇게 기러기부부 이해못했는데 아이 대학입시 격어보니 왜저렇게 고생하는지 알겠더라~~ 여기서 죽도록 수능공부하는것보다 잠깐 갔다오는게ㅈ훨 대학입학길이 쉽다~ 적어도 외국어전형으로 수능안보구도 대학들어갈수도 있구~~우리 애보다 훨 성적낮아도 영어성적하나만 보구 뽑는 전형이 있던데~~ 더 여유되면 외국대학도 쉽구~ 암튼 대단한 교육열이다	8
